repo,releases_count,open_issues_count,branches_count,pulls_count,readme_len,readme_avg_slen,readme_avg_wlen,readme_hcount,readme_snippets_count,readme_mcw,readme_example_count,readme_sample_count,readme_demonstration_count,readme_links,readme_links_count,readme_pmentions,readme_imentions,maven_projects_count,maven_plugins,maven_wars_count,maven_jars_count,maven_poms_count,junit_tests
netcorepal/cap4j,2,13,5,10.0,6260,75.125,6.973377703826955,9,3,"['business', 'rules', 'cap', 'java', 'uow']",5,0,0,"['![Maven Central Version -> https://img.shields.io/maven-central/v/io.github.netcorepal/cap4j', '![GitHub license -> https://img.shields.io/badge/license-MIT-blue.svg', 'CAP -> https://github.com/dotnetcore/CAP', '整洁架构 -> https://blog.cleancoder.com/uncle-bob/2012/08/13/the-clean-architecture.html', 'Outbox发件箱 -> https://www.kamilgrzybek.com/blog/posts/the-outbox-pattern', 'CQS命令查询分离 -> https://martinfowler.com/bliki/CommandQuerySeparation.html', 'UoW -> https://learn.microsoft.com/en-us/archive/msdn-magazine/2009/june/the-unit-of-work-pattern-and-persistence-ignorance', 'cap4j-ddd-codegen-template.json -> https://raw.githubusercontent.com/netcorepal/cap4j/main/cap4j-ddd-codegen-template.json', '整洁架构 -> https://blog.cleancoder.com/uncle-bob/2012/08/13/the-clean-architecture.html', '整洁架构 -> https://blog.cleancoder.com/uncle-bob/images/2012-08-13-the-clean-architecture/CleanArchitecture.jpg']",10,0,0,9.0,"[org.apache.maven.plugins:maven-archetype-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-plugin-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,7.0,1.0,0.0
Azure-Samples/agent-openai-java-banking-assistant,0,1,2,2.0,28903,25.227848101265824,5.448319116909183,27,12,"['azure', 'agent', 'user', 'service', 'run']",1,24,0,"['![Open project in GitHub Codespaces -> https://img.shields.io/badge/Codespaces-Open-blue?style=flat-square&logo=github', '![Build Status -> https://img.shields.io/github/actions/workflow/status/azure-samples/agent-openai-java-banking-assistant/azure-dev.yaml?style=flat-square&label=Build', 'Java version -> https://img.shields.io/badge/Java->=17-3c873a?style=flat-square', '![License -> https://img.shields.io/badge/License-MIT-yellow?style=flat-square', '![Watch how to use this sample on YouTube -> https://img.shields.io/badge/YouTube-Watch-d95652.svg?style=flat-square&logo=youtube', 'Java Semantic Kernel -> https://github.com/microsoft/semantic-kernel-java/', 'React Single Page Application -> https://react.fluentui.dev/?path=/docs/concepts-introduction--docs', 'prebuilt-invoice -> https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/concept-invoice?view=doc-intel-4.0.0', 'open-api-plugin code sample -> https://github.com/microsoft/semantic-kernel-java/tree/main/samples/semantickernel-sample-plugins/semantickernel-openapi-plugin', 'Azure Container Apps -> https://azure.microsoft.com/en-us/products/container-apps', 'Azure Developer CLI -> https://learn.microsoft.com/en-us/azure/developer/azure-developer-cli/', 'Autogen framework -> https://github.com/microsoft/autogen', '![Open in GitHub Codespaces -> https://img.shields.io/static/v1?style=for-the-badge&label=GitHub+Codespaces&message=Open&color=brightgreen&logo=github', '![Open in VS Code Dev Containers -> https://img.shields.io/static/v1?style=for-the-badge&label=Remote%20-%20Containers&message=Open&color=blue&logo=visualstudiocode', 'Java 17 -> https://learn.microsoft.com/en-us/java/openjdk/download#openjdk-17', 'Maven 3.8.x -> https://maven.apache.org/download.cgi', 'Azure Developer CLI -> https://aka.ms/azure-dev/install', 'Node.js -> https://nodejs.org/en/download/', 'Git -> https://git-scm.com/downloads', 'Powershell 7+ (pwsh) -> https://github.com/powershell/powershell', '!WARNING] Your Azure Account must have `Microsoft.Authorization/roleAssignments/write` permissions, such as [User Access Administrator -> https://learn.microsoft.com/azure/role-based-access-control/built-in-roles#user-access-administrator', 'Owner -> https://learn.microsoft.com/azure/role-based-access-control/built-in-roles#owner', 'here -> https://learn.microsoft.com/en-us/azure/ai-services/openai/concepts/models', 'here -> https://learn.microsoft.com/en-us/azure/ai-services/document-intelligence/sdk-overview-v4-0?view=doc-intel-4.0.0&tabs=csharp', 'http://localhost -> http://localhost', 'here -> https://azure.microsoft.com/en-us/pricing/details/cognitive-services/openai-service/', 'Add app authentication -> https://learn.microsoft.com/en-us/azure/container-apps/authentication', 'Restrict your Microsoft Entra app to a set of users -> https://learn.microsoft.com/entra/identity-platform/howto-restrict-your-app-to-a-set-of-users', 'az ad sp create-for-rbac -> https://learn.microsoft.com/en-us/cli/azure/ad/sp#az_ad_sp_create_for_rbac', 'authenticate with your container registry -> https://learn.microsoft.com/en-us/azure/container-registry/container-registry-auth-service-principal', 'az role assignment create -> https://learn.microsoft.com/en-us/cli/azure/role/assignment#az_role_assignment_create', 'secrets -> https://docs.github.com/en/actions/security-guides/encrypted-secrets#creating-encrypted-secrets-for-a-repository', 'environment variables -> https://docs.github.com/en/actions/learn-github-actions/variables#creating-configuration-variables-for-an-environment', 'repository variables -> https://docs.github.com/en/actions/writing-workflows/choosing-what-your-workflow-does/store-information-in-variables#creating-configuration-variables-for-a-repository', 'Azure pricing calculator -> https://azure.com/e/8ffbe5b1919c4c72aed89b022294df76', 'Pricing -> https://azure.microsoft.com/en-us/pricing/details/container-apps/', 'Pricing -> https://azure.microsoft.com/en-us/pricing/details/cognitive-services/openai-service/', 'Pricing -> https://azure.microsoft.com/pricing/details/form-recognizer/', 'Pricing -> https://azure.microsoft.com/pricing/details/storage/blobs/', 'Pricing -> https://azure.microsoft.com/pricing/details/monitor/', 'Generative AI For Beginners -> https://github.com/microsoft/generative-ai-for-beginners', 'Azure OpenAI Service -> https://learn.microsoft.com/azure/ai-services/openai/overview', 'Semantic Kernel for Java -> https://devblogs.microsoft.com/semantic-kernel/java-1-0-release-candidate-for-semantic-kernel-now-available/', ""OpenAI's Bet on a Cognitive Architecture -> https://blog.langchain.dev/openais-bet-on-a-cognitive-architecture/"", 'THE LANDSCAPE OF EMERGING AI AGENT ARCHITECTURES FOR REASONING, PLANNING, AND TOOL CALLING: A SURVEY -> https://arxiv.org/pdf/2404.11584', 'MicroAgents: Exploring Agentic Architecture with Microservices -> https://devblogs.microsoft.com/semantic-kernel/microagents-exploring-agentic-architecture-with-microservices/', 'Chat + Enterprise data with Azure OpenAI and Azure AI Search -> https://github.com/Azure-Samples/azure-search-openai-java', 'SK Agents Overview and High Level Design (.net) -> https://github.com/microsoft/semantic-kernel/blob/ec26ce7cb70f933b52a62f0a4e1c7b98c49d590e/docs/decisions/0032-agents.md#usage-patterns', 'more Azure AI samples here -> https://github.com/Azure-Samples/azureai-samples', ""troubleshooting guide](./docs/troubleshooting.md). If you can't find a solution to your problem, please [open an issue -> https://github.com/Azure-Samples/agent-openai-java-banking-assistant/issues"", 'Microsoft Open Source Code of Conduct -> https://opensource.microsoft.com/codeofconduct/', 'Code of Conduct FAQ -> https://opensource.microsoft.com/codeofconduct/faq/', ""Microsoft's Trademark & Brand Guidelines -> https://www.microsoft.com/en-us/legal/intellectualproperty/trademarks/usage/general""]",53,0,0,6.0,"[com.diffplug.spotless:spotless-maven-plugin,com.github.spotbugs:spotbugs-maven-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.codehaus.mojo:animal-sniffer-maven-plugin,org.codehaus.mojo:exec-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,5.0,1.0,0.0
datastaxdevs/conference-2024-devoxx,0,0,1,0.0,1405,23.33333333333333,5.128571428571429,2,0,"['rag', 'text', 'chunking', 'best', 'document']",0,0,0,"['![License Apache2 -> https://img.shields.io/hexpm/l/plug.svg', 'Java -> https://img.shields.io/badge/Java-17%20&%20GraalVM-00CC00?style=flat']",2,0,0,1.0,[org.apache.maven.plugins:maven-compiler-plugin],0.0,1.0,0.0,0.0
Erio-Harrison/SAVMS,0,14,7,12.0,3936,16.470588235294116,4.982142857142857,12,11,"['http', 'license', 'install', 'installation', 'system']",0,0,0,[],0,0,0,1.0,"[org.apache.maven.plugins:maven-resources-plugin,org.codehaus.mojo:exec-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
SE10-IJSE/SE10-NETWORK-BACKEND,1,0,11,23.0,5896,27.193548387096776,4.943060498220641,10,2,"['user', 'project', 'post', 'api', 'ensure']",0,0,0,"['![SPRING -> https://img.shields.io/badge/Spring_Framework-black?style=for-the-badge&logo=spring&logoColor=green', '![SPRING DATA JPA -> https://img.shields.io/badge/Spring_Data_JPA-black?style=for-the-badge&logo=spring&logoColor=green', '![HIBERNATE -> https://img.shields.io/badge/Hibernate-black?style=for-the-badge&logo=Hibernate&logoColor=BBAE79', '![MAVEN -> https://img.shields.io/badge/Maven-black?style=for-the-badge&logo=apachemaven&logoColor=C77361', '![MySQL -> https://img.shields.io/badge/Mysql-black?style=for-the-badge&logo=mysql&logoColor=08668E""', '![POSTMAN -> https://img.shields.io/badge/Postman-black?style=for-the-badge&logo=Postman&logoColor=FF713D""', 'Java 17 -> https://www.oracle.com/java/technologies/javase/jdk17-archive-downloads.html', 'MySQL -> https://dev.mysql.com/downloads/', 'Maven -> https://mvnrepository.com/', 'Postman -> https://www.postman.com/downloads/', 'Postman API Documentation -> https://documenter.getpostman.com/view/39303999/2sAY4sjQPn', 'here -> https://github.com/SE10-IJSE/SE10-NETWORK-FRONTEND']",12,0,0,1.0,[org.springframework.boot:spring-boot-maven-plugin],0.0,1.0,0.0,0.0
HiveGamesOSS/leveldb-mcpe-java,2,0,1,0.0,1185,17.4,4.919540229885057,1,2,"['library', 'fork', 'http', 'original', 'license']",0,0,0,[],0,0,0,5.0,"[maven-compiler-plugin,maven-shade-plugin,maven-surefire-plugin,org.apache.maven.plugins:maven-checkstyle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-shade-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.codehaus.mojo:exec-maven-plugin,org.eluder.coveralls:coveralls-maven-plugin,org.sonatype.central:central-publishing-maven-plugin]",0.0,4.0,1.0,254.0
JesusMiramontes/Heartbeatrr,0,0,1,0.0,5284,11.305555555555555,5.156019656019656,12,1,"['service', 'heartbeatrr', 'project', 'check', 'discord']",6,0,0,[],0,0,0,1.0,"[com.diffplug.spotless:spotless-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,1.0,0.0,0.0
pivovarit/more-gatherers,0,0,3,62.0,3702,42.25,5.727810650887574,4,0,"['element', 'stream', 'provided', 'zip', 'function']",0,0,0,"['![build -> https://github.com/pivovarit/more-gatherers/actions/workflows/build.yml/badge.svg?branch=main', '![pitest -> https://github.com/pivovarit/more-gatherers/actions/workflows/pitest.yml/badge.svg?branch=main', 'Maven Central Version -> https://img.shields.io/maven-central/v/com.pivovarit/more-gatherers', '![Stargazers over time -> https://starchart.cc/pivovarit/more-gatherers.svg?variant=adaptive']",4,0,0,1.0,"[maven-surefire-plugin,org.apache.felix:maven-bundle-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-deploy-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-release-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-source-plugin,org.codehaus.mojo:exec-maven-plugin,org.pitest:pitest-maven,org.sonatype.plugins:nexus-staging-maven-plugin]",0.0,1.0,0.0,68.0
bowbahdoe/color,6,0,1,0.0,1742,18.933333333333334,4.450704225352113,3,5,"['color', 'space', 'particular', 'method', 'working']",0,0,0,"['go-colorful -> https://github.com/lucasb-eyer/go-colorful/tree/master', 'Lucas Beyer -> https://github.com/lucasb-eyer']",2,0,0,1.0,"[org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-failsafe-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-resources-plugin,org.apache.maven.plugins:maven-source-plugin,org.apache.maven.plugins:maven-surefire-plugin,org.jreleaser:jreleaser-maven-plugin]",0.0,1.0,0.0,32.0
syncliteio/SyncLite,3,3,5,5.0,43565,27.15025906735752,5.747900763358778,33,92,"['synclite', 'data', 'application', 'database', 'http']",17,16,0,[],0,0,0,1.0,[org.apache.maven.plugins:maven-assembly-plugin],0.0,0.0,1.0,0.0
aemisigna/hololiveid-kaela-event-public,1,0,1,0.0,1547,17.23076923076923,5.209821428571429,4,0,"['server', 'resource', 'pack', 'event', 'minecraft']",0,0,0,"[""Kaela's Event Logo -> https://cdn.marow.dev/content/kaela_event_git_logo.png"", 'Kaela Kovalskia -> https://www.youtube.com/@KaelaKovalskia', 'hololive production -> https://hololive.hololivepro.com/en', ""![Kaela's Tour -> https://img.youtube.com/vi/n3BAPr9qGGQ/0.jpg"", 'PaperMC -> https://papermc.io', 'Nitori -> https://github.com/Gensokyo-Reimagined/Nitori', 'Velocity -> https://papermc.io/software/velocity', 'BungeeCord -> https://www.spigotmc.org/wiki/bungeecord/', 'resource pack -> https://cdn.marow.dev/content/KaelaEventPack.zip', 'here -> https://cdn.marow.dev/content/KaelaEventPack.zip', 'COVER Corporation -> https://cover-corp.com/en/company', 'hololive production -> https://hololive.hololivepro.com/en', 'COVER Corporation -> https://cover-corp.com/en/company', 'Kaela Kovalskia -> https://www.youtube.com/@KaelaKovalskia', 'Allan Castro -> https://x.com/Allan_z8']",15,0,0,1.0,"[ca.bkaw:paper-nms-maven-plugin,org.apache.maven.plugins:maven-jar-plugin,org.apache.maven.plugins:maven-shade-plugin]",0.0,1.0,0.0,0.0
hoangtien2k3/reactify,6,0,15,1.0,5418,37.0,5.714082503556188,7,4,"['project', 'spring', 'boot', 'version', 'reactify']",3,0,0,"['![SonarCloud -> https://sonarcloud.io/images/project_badges/sonarcloud-white.svg', '![CircleCI -> https://circleci.com/gh/hoangtien2k3/reactify.svg?style=svg', '![Quality Gate Status -> https://sonarcloud.io/api/project_badges/measure?project=hoangtien2k3_reactify&metric=alert_status', '![Lines of Code -> https://sonarcloud.io/api/project_badges/measure?project=hoangtien2k3_reactify&metric=ncloc', '![GitHub Release -> https://img.shields.io/github/v/release/hoangtien2k3/reactify?label=latest%20release', '![License -> https://img.shields.io/badge/license-Apache--2.0-green.svg', '![OpenSSF Best Practices -> https://www.bestpractices.dev/projects/9383/badge', '![Build status -> https://github.com/ponfee/commons-core/workflows/build-with-maven/badge.svg', '![GitHub Release -> https://img.shields.io/github/v/release/hoangtien2k3/reactify?label=latest', 'here -> https://central.sonatype.com/namespace/io.github.hoangtien2k3', 'Alt -> https://repobeats.axiom.co/api/embed/31a861bf21d352264c5c122808407abafb97b0ef.svg ""Repobeats analytics image""', 'Apache License, Version 2.0 -> https://www.apache.org/licenses/LICENSE-2.0']",12,0,0,8.0,"[com.diffplug.spotless:spotless-maven-plugin,com.mycila:license-maven-plugin,org.apache.maven.plugins:maven-compiler-plugin,org.apache.maven.plugins:maven-gpg-plugin,org.apache.maven.plugins:maven-javadoc-plugin,org.apache.maven.plugins:maven-source-plugin,org.sonatype.central:central-publishing-maven-plugin,org.sonatype.plugins:nexus-staging-maven-plugin,org.springframework.boot:spring-boot-maven-plugin]",0.0,7.0,1.0,0.0
